Series Name,Series Code,Country Name,Country Code,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
GDP (current US$),NY.GDP.MKTP.CD,Afghanistan,AFG,15856574731.4411,17804280538.1102,20001615788.6719,20561054090.3995,20484873230.2111,19907111418.9938,19362642266.6484,20191764940.1602
GDP (current US$),NY.GDP.MKTP.CD,Albania,ALB,11926953213.6961,12890866742.6533,12319784886.2038,12776280961.155,13228247844.1247,11386931489.7968,11861352704.87,13025062195.7906
GDP (current US$),NY.GDP.MKTP.CD,Algeria,DZA,161207268655.392,200019057307.655,209058991952.125,209755003250.664,213810022462.428,165979277276.907,160129866569.935,167555280113.181
GDP (current US$),NY.GDP.MKTP.CD,American Samoa,ASM,576000000,574000000,644000000,641000000,643000000,661000000,653000000,634000000
GDP (current US$),NY.GDP.MKTP.CD,Andorra,AND,3355695364.23841,3442062830.13622,3164615186.94591,3281585236.32501,3350736367.25488,2811489408.89431,2877311946.90265,3013387423.93509
GDP (current US$),NY.GDP.MKTP.CD,Angola,AGO,83799496611.2004,111789686464.441,128052853643.106,136709862831.194,145712200312.505,116193649124.151,101123851090.455,122123822333.591
GDP (current US$),NY.GDP.MKTP.CD,Antigua and Barbuda,ATG,1152469074.07407,1142042925.92593,1211411703.7037,1192919629.62963,1275576777.77778,1359194740.74074,1464630213.33333,1510084750.74074
GDP (current US$),NY.GDP.MKTP.CD,Argentina,ARG,423627422092.49,530163281574.658,545982375701.128,552025140252.246,526319673731.638,594749285413.212,557531376217.967,642695864756.35
GDP (current US$),NY.GDP.MKTP.CD,Armenia,ARM,9260284937.79782,10142111334.4961,10619320048.5857,11121465767.4067,11609512939.7543,10553337672.9872,10546135160.031,11527458565.7334
GDP (current US$),NY.GDP.MKTP.CD,Aruba,ABW,2390502793.29609,2549720670.39106,2534636871.50838,2581564245.81006,2649720670.39106,2691620111.73184,2646927374.30168,2700558659.21788
GDP (current US$),NY.GDP.MKTP.CD,Australia,AUS,1146138465603.81,1396649906339.35,1546151783872.96,1576184467015.49,1467483705131.74,1351520093185.79,1210028388411.7,1330803227996.08
GDP (current US$),NY.GDP.MKTP.CD,Austria,AUT,391892746544.69,431120310088.82,409425234155.263,430068712971.867,441996131736.508,381805676697.707,394052818287.788,416835975862.194
GDP (current US$),NY.GDP.MKTP.CD,Azerbaijan,AZE,52902703376.1056,65951627200.2026,69683935845.2138,74164435946.4627,75244294275.1498,53074468085.1064,37867518957.1975,40865558912.3867
GDP (current US$),NY.GDP.MKTP.CD,"Bahamas, The",BHS,10095760000,10070450000,10720500000,10627600000,10957300000,11792300000,11838800000,12162100000
GDP (current US$),NY.GDP.MKTP.CD,Bahrain,BHR,25713271276.5957,28776595744.6809,30749308510.6383,32539547872.3404,33387712765.9575,31125851063.8298,32250132978.7234,35432686170.2128
GDP (current US$),NY.GDP.MKTP.CD,Bangladesh,BGD,115279077465.226,128637938711.386,133355749482.478,149990451022.29,172885454931.453,195078678697.23,221415188000.475,249723862487.361
GDP (current US$),NY.GDP.MKTP.CD,Barbados,BRB,4529900000,4660900000,4656350000,4612500000,4608350000,4584150000,4529050000,4673500000
GDP (current US$),NY.GDP.MKTP.CD,Belarus,BLR,58665088956.0255,61757788944.7236,65685102554.8759,75527984234.2342,78813839984.3506,56454734396.5842,47722657820.6675,54726595249.1849
GDP (current US$),NY.GDP.MKTP.CD,Belgium,BEL,483548031197.108,527008453886.929,497884216568.867,520925468952.938,530808391525.11,455940347170.37,469677213719.194,494901708704.269
GDP (current US$),NY.GDP.MKTP.CD,Belize,BLZ,1396731700,1486595750,1563827850,1608442150,1692955750,1762500450,1806646250,1862614800
GDP (current US$),NY.GDP.MKTP.CD,Benin,BEN,6970240895.49888,7814081155.64988,8152554487.31321,9157355679.70205,9707432015.61441,8291155880.59505,8573159696.61128,9246696923.66155
GDP (current US$),NY.GDP.MKTP.CD,Bermuda,BMU,5744414000,5550771000,5537537000,5573710000,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Bhutan,BTN,1585472534.10547,1820207625.80217,1823692109.61652,1798333725.83954,1976938529.72743,2059809919.89325,2219675780.89539,2528007911.35353
GDP (current US$),NY.GDP.MKTP.CD,Bolivia,BOL,19649631450.6819,23963033588.0063,27084497539.7974,30659338784.3705,32996188133.1404,33000198263.3864,33941126193.9219,37508642257.5977
GDP (current US$),NY.GDP.MKTP.CD,Bosnia and Herzegovina,BIH,17176781336.7644,18644723860.9709,17226849297.07,18178503835.4491,18558343508.3435,16211541253.1897,16913330693.9653,18080118128.3854
GDP (current US$),NY.GDP.MKTP.CD,Botswana,BWA,12786654365.8738,15351972229.5341,16067155187.0375,14901750764.9811,16250750259.0212,14420604205.7459,15646323340.5497,17406565823.2986
GDP (current US$),NY.GDP.MKTP.CD,Brazil,BRA,2208871646202.82,2616201578192.25,2465188674415.03,2472806456101.29,2455994050148.75,1802214373741.32,1796275437087.99,2053594973992.61
GDP (current US$),NY.GDP.MKTP.CD,British Virgin Islands,VGB,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Brunei Darussalam,BRN,13707370737.0737,18525319977.7407,19048495518.5659,18093829923.2737,17098342541.4365,12930394937.8137,11400653949.1783,12128088999.9276
GDP (current US$),NY.GDP.MKTP.CD,Bulgaria,BGR,50610058210.3696,57418414504.0882,53903022339.0276,55555171009.772,56814543481.2102,50201314894.5817,53240950226.2443,58220973782.7715
GDP (current US$),NY.GDP.MKTP.CD,Burkina Faso,BFA,8979966766.07232,10724063457.8326,11166063466.5623,11947176341.9966,12377391462.6377,10419303761.3524,10886363726.8422,12322864244.9183
GDP (current US$),NY.GDP.MKTP.CD,Burundi,BDI,2032135246.50004,2235820867.82743,2333308099.46249,2451625332.74584,2705783272.07443,3104394858.11518,2959185295.39019,3172416146.3921
GDP (current US$),NY.GDP.MKTP.CD,Cabo Verde,CPV,1664310769.55229,1864824080.69256,1751888561.72747,1850470042.43281,1859898513.26858,1596800287.16405,1662998677.88425,1771235958.20125
GDP (current US$),NY.GDP.MKTP.CD,Cambodia,KHM,11242275198.9783,12829541141.0127,14054443213.4639,15227991395.2201,16702610842.4025,18049954289.4229,20016747754.0192,22177200511.5811
GDP (current US$),NY.GDP.MKTP.CD,Cameroon,CMR,26143818509.6421,29337006833.0825,29104437355.0395,32348149947.3727,34942948737.3967,30916218544.4404,32621535418.9031,34922782310.6416
GDP (current US$),NY.GDP.MKTP.CD,Canada,CAN,1613542812589.39,1789140665202.84,1823966686523.63,1842018420853.1,1801480123070.82,1552899925233.71,1526705529135.32,1646867220617.47
GDP (current US$),NY.GDP.MKTP.CD,Cayman Islands,CYM,..,..,..,..,..,..,..,3570575151.26723
GDP (current US$),NY.GDP.MKTP.CD,Central African Republic,CAF,2140503193.16261,2434792412.50855,2510270267.72918,1700627479.55631,1904794555.18138,1709221159.20294,1844714794.83758,2167501639.76783
GDP (current US$),NY.GDP.MKTP.CD,Chad,TCD,10657705536.4978,12156380425.0825,12368071038.7362,12949854262.8127,13922223233.5184,10945989471.6286,10090922857.3905,9975692095.40855
GDP (current US$),NY.GDP.MKTP.CD,Channel Islands,CHI,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Chile,CHL,218537551220.071,252251992029.442,267122320056.702,278384332694.359,260541637327.864,243919079437.22,250339876460.228,277746457909.868
GDP (current US$),NY.GDP.MKTP.CD,China,CHN,6087164527421.24,7551500425597.77,8532230724141.76,9570405758739.79,10438529153237.6,11015542352468.9,11137945669350.6,12143491448186.1
GDP (current US$),NY.GDP.MKTP.CD,Colombia,COL,286103648654.545,334454039093.586,370574421703.06,381866608838.8,381112119657.445,293481748240.779,282825009887.458,311789874617.096
GDP (current US$),NY.GDP.MKTP.CD,Comoros,COM,907093130.313521,1021746833.42573,1015901205.42028,1115906341.77727,1148058015.47633,988150249.533688,1024261820.6281,1068124329.86257
GDP (current US$),NY.GDP.MKTP.CD,"Congo, Dem. Rep.",COD,21565720044.4529,25839749198.7761,29306235826.376,32679745297.6503,35909040265.9532,37917704900.1192,37134799974.4735,38019265625.856
GDP (current US$),NY.GDP.MKTP.CD,"Congo, Rep.",COG,12007880438.6232,14425607179.6639,13677930123.5919,14085851348.069,14177437982.2619,8553154580.39951,9035848070.90357,8701334800.21976
GDP (current US$),NY.GDP.MKTP.CD,Costa Rica,CRI,37268616183.9711,42262694503.9644,46473131798.8916,49745084869.7148,50577769785.0761,54775997555.6182,57157995872.6843,58174550211.5503
GDP (current US$),NY.GDP.MKTP.CD,Cote d'Ivoire,CIV,24884503950.6812,25381615976.0786,26790577891.2905,31264184740.6082,35316494573.681,33131113901.4803,35296979104.0186,38053610009.4172
GDP (current US$),NY.GDP.MKTP.CD,Croatia,HRV,59865977191.7061,62399478246.2247,56548374544.8951,58157880646.4618,57682343707.5954,49519006809.2676,51623429121.3635,55201417479.3925
GDP (current US$),NY.GDP.MKTP.CD,Cuba,CUB,64328000000,68990000000,73141000000,77148000000,80656000000,87133000000,91370000000,96851000000
GDP (current US$),NY.GDP.MKTP.CD,Curacao,CUW,..,3038699608.93855,3131096089.38548,3147616201.11732,3158406033.51955,3151910782.1229,3122287932.96089,3116610111.73184
GDP (current US$),NY.GDP.MKTP.CD,Cyprus,CYP,25562264900.6622,27426994717.8204,25041397918.5404,24084559214.0202,23364707443.2798,19680625485.1946,20453761061.9469,22141864998.8731
GDP (current US$),NY.GDP.MKTP.CD,Czech Republic,CZE,207477857918.919,227948349666.354,207376427020.815,209402444996.104,207818330723.835,186829940545.759,195090272402.729,215913545038.43
GDP (current US$),NY.GDP.MKTP.CD,Denmark,DNK,321995279401.502,344003137611.271,327148943812.137,343584391647.927,352993631617.708,302673068765.972,311988119339.251,329865553842.833
GDP (current US$),NY.GDP.MKTP.CD,Djibouti,DJI,1128611700.3618,1239144501.77525,1353632941.5207,1324733711.82922,1455035088.74594,1633741922.68737,1764268468.93991,1844674434.50371
GDP (current US$),NY.GDP.MKTP.CD,Dominica,DMA,493824413.333333,501025303.333333,485997988.148148,501979134.444444,523540777.777778,540830670,575468234.444445,496726248.518519
GDP (current US$),NY.GDP.MKTP.CD,Dominican Republic,DOM,53982886258.2205,57811180659.4545,60657780260.6792,62661773591.7203,66065015410.0468,68802092020.9448,72342967648.3354,75931656814.657
GDP (current US$),NY.GDP.MKTP.CD,Ecuador,ECU,69555367000,79276664000,87924544000,95129659000,101726331000,99290381000,99937696000,104295862000
GDP (current US$),NY.GDP.MKTP.CD,"Egypt, Arab Rep.",EGY,218888324504.753,236001858960.015,279372758361.832,288586231501.877,305529656458.438,332698041030.807,332927833278.038,235369129337.711
GDP (current US$),NY.GDP.MKTP.CD,El Salvador,SLV,18447920000,20283780000,21386160000,21990970000,22593470000,23438240000,24154120000,24927970000
GDP (current US$),NY.GDP.MKTP.CD,Equatorial Guinea,GNQ,16298542027.9965,21329395900.871,22389626329.3369,21942597765.3631,21736500712.9638,13180195435.1132,11233177619.4663,12289913729.3358
GDP (current US$),NY.GDP.MKTP.CD,Eritrea,ERI,2117039512.19512,2607739837.39837,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Estonia,EST,19490936349.1753,23170239900.7654,23043864510.0543,25137153149.4377,26615854605.2787,22904456871.8171,23984296770.8115,26611651598.9453
GDP (current US$),NY.GDP.MKTP.CD,Eswatini,SWZ,4438778424.30203,4820499924.2539,4823831656.51644,4560713073.91948,4377293816.28535,4020275298.02726,3817430000,4433664364.24725
GDP (current US$),NY.GDP.MKTP.CD,Ethiopia,ETH,29933790334.3418,31952763089.33,43310721414.0829,47648211133.2183,55612228233.5179,64464547915.2698,74271281810.8189,81716326730.819
GDP (current US$),NY.GDP.MKTP.CD,Faroe Islands,FRO,2320424601.26954,2490807830.57351,2366301251.61847,2627049837.08135,2850743875.2784,2518096285.61661,2689157270.82312,..
GDP (current US$),NY.GDP.MKTP.CD,Fiji,FJI,3140508835.9485,3774530615.65916,3972012570.53467,4190143206.25611,4856963251.97477,4682546881.15833,4926740193.66773,5270335184.70768
GDP (current US$),NY.GDP.MKTP.CD,Finland,FIN,247799815768.477,273674236772.815,256706466091.089,269980111642.898,272609288689.575,232850788304.513,239009517793.721,252331136734.129
GDP (current US$),NY.GDP.MKTP.CD,France,FRA,2642609548930.36,2861408170264.61,2683825225092.63,2811077725703.59,2852165760630.27,2438207896251.84,2471285607081.72,2586285406561.51
GDP (current US$),NY.GDP.MKTP.CD,French Polynesia,PYF,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Gabon,GAB,14358584300.3006,18186478119.9582,17171447372.3334,17590745162.1326,18179752009.7489,14377324797.637,14014369641.7689,14892609693.1667
GDP (current US$),NY.GDP.MKTP.CD,"Gambia, The",GMB,951806368.699129,898290989.936018,910026155.731035,1367041585.0891,1259063630.69993,1394149615.82075,1442298542.08538,1489464787.85603
GDP (current US$),NY.GDP.MKTP.CD,Georgia,GEO,11638500813.5555,14434568633.2642,15846484587.9004,16140014428.2794,16509316418.4176,13993566297.9774,14378036929.0573,15081330942.4188
GDP (current US$),NY.GDP.MKTP.CD,Germany,DEU,3417094562648.95,3757698281117.55,3543983909148.01,3752513503278.41,3898726503841.35,3381389338658.82,3495162856297.22,3693204332229.78
GDP (current US$),NY.GDP.MKTP.CD,Ghana,GHA,32174772955.9748,39566292432.8615,41939728978.7281,63277216921.436,53601126665.1424,49181854795.298,55009730589.4447,58996776244.424
GDP (current US$),NY.GDP.MKTP.CD,Gibraltar,GIB,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Greece,GRC,299361576558.217,287797822093.178,245670666639.047,239862011450.103,237029579260.722,196591353761.226,195222443512.937,203085551429.132
GDP (current US$),NY.GDP.MKTP.CD,Greenland,GRL,2503156060.52524,2684467375.71479,2609667673.71601,2684952726.88425,2842048997.77283,2499115623.00272,2713534471.23312,..
GDP (current US$),NY.GDP.MKTP.CD,Grenada,GRD,771013259.259259,778655925.925926,799882259.259259,842620111.111111,911497407.407407,997007925.925926,1061631222.22222,1126882296.2963
GDP (current US$),NY.GDP.MKTP.CD,Guam,GUM,4895000000,4928000000,5199000000,5336000000,5538000000,5710000000,5793000000,5859000000
GDP (current US$),NY.GDP.MKTP.CD,Guatemala,GTM,41338521637.6882,47654783851.8252,50388460924.7345,53851148431.9316,58722323918.1604,63767597193.9175,68663653469.1246,75620095537.5005
GDP (current US$),NY.GDP.MKTP.CD,Guinea,GIN,6853467857.6196,6785137172.76517,7638045254.43072,8376613843.27475,8778473614.54971,8794202443.67754,8604520929.47352,9915311049.15133
GDP (current US$),NY.GDP.MKTP.CD,Guinea-Bissau,GNB,849050127.504407,1098379391.95039,989327811.785114,1045790132.98518,1053512334.17271,1047808175.00057,1178204501.38801,1346841897.00437
GDP (current US$),NY.GDP.MKTP.CD,Guyana,GUY,2273225041.96217,2576024115.57832,2861562265.88301,2987684170.24434,3077643313.70623,3197225181.59806,3504024213.07506,3555205811.13802
GDP (current US$),NY.GDP.MKTP.CD,Haiti,HTI,6622541528.56888,7516834160.25277,7890216507.68913,8452509315.87722,8776350789.5993,8724656126.49849,7975563430.00341,8408252995.16143
GDP (current US$),NY.GDP.MKTP.CD,Honduras,HND,15729644901.1305,17588097149.7619,18400538970.1119,18372173610.6685,19618567447.2199,20833948912.2897,21566622849.6057,22940179173.6147
GDP (current US$),NY.GDP.MKTP.CD,"Hong Kong SAR, China",HKG,228637697575.04,248513617677.287,262629441493.476,275696879834.966,291459356985.337,309383627028.561,320860698504.309,341648103474.824
GDP (current US$),NY.GDP.MKTP.CD,Hungary,HUN,130922638689.071,140782064609.187,127856647107.82,135220881110.441,140082504424.588,123074092703.141,126007978024.32,139761138102.757
GDP (current US$),NY.GDP.MKTP.CD,Iceland,ISL,13683689802.2771,15158548597.3876,14724078264.24,16033517529.2506,17758089312.4856,17344165907.2129,20716024757.4057,24489493459.0074
GDP (current US$),NY.GDP.MKTP.CD,India,IND,1675615312693.42,1823049927771.46,1827637859135.7,1856722121394.53,2039127446298.55,2103587813812.75,2290432075123.75,2652551202555.27
GDP (current US$),NY.GDP.MKTP.CD,Indonesia,IDN,755094160363.073,892969107923.097,917869910105.748,912524136718.019,890814755233.225,860854235065.079,931877364177.742,1015423455783.28
GDP (current US$),NY.GDP.MKTP.CD,"Iran, Islamic Rep.",IRN,487069570463.768,583500357530.414,598853401276.101,467414852231.299,434474616831.914,385874474398.59,418976679728.567,454012768723.589
GDP (current US$),NY.GDP.MKTP.CD,Iraq,IRQ,138516722649.573,185749664444.444,218000986222.639,234648370497.427,234648370497.427,177498577312.923,170219966159.052,193158783783.784
GDP (current US$),NY.GDP.MKTP.CD,Ireland,IRL,222148757313.006,237472361872.56,224999484104.853,238543538776.684,258471885130.304,291499812103.645,300523297712.96,334834010485.56
GDP (current US$),NY.GDP.MKTP.CD,Isle of Man,IMN,5920177688.50433,6566098381.6696,6433357030.0158,6754330154.76004,7428280401.5139,6792417112.29947,6592627599.24386,..
GDP (current US$),NY.GDP.MKTP.CD,Israel,ISR,233732926323.391,261716880681.784,257435001991.474,292917010877.217,310007879343.474,300470790394.923,319377923613.703,353268411918.577
GDP (current US$),NY.GDP.MKTP.CD,Italy,ITA,2125058244242.92,2276292404600.52,2072823157059.76,2130491320658.68,2151732868243.21,1832273032580.67,1869201702185.17,1946570340341.13
GDP (current US$),NY.GDP.MKTP.CD,Jamaica,JAM,13200286270.4683,14413359665.4275,14798716216.2162,14193012191.4957,13852192273.1357,14145469269.457,14072135208.5664,14781107821.7513
GDP (current US$),NY.GDP.MKTP.CD,Japan,JPN,5700098114744.41,6157459594823.72,6203213121334.12,5155717056270.83,4850413536037.84,4389475622588.97,4926667087367.51,4859950558538.97
GDP (current US$),NY.GDP.MKTP.CD,Jordan,JOR,26551480959.0973,28932299012.6939,30966149506.347,33675599435.8251,36104372355.4302,37968970380.8181,39252468265.1622,40765867418.8999
GDP (current US$),NY.GDP.MKTP.CD,Kazakhstan,KAZ,148047348240.643,192626507971.584,207998568865.789,236634552078.102,221415572819.5,184388432148.715,137278320084.171,162886867831.694
GDP (current US$),NY.GDP.MKTP.CD,Kenya,KEN,40000088346.8041,41953433591.4101,50412754861.0191,55096728047.9408,61448046801.7207,64007750178.5974,69188755510.9427,78757391333.0088
GDP (current US$),NY.GDP.MKTP.CD,Kiribati,KIR,156120895.248578,181705002.578649,190243321.598675,185113921.606488,179703443.302686,171117872.436331,178328873.030033,185572501.532802
GDP (current US$),NY.GDP.MKTP.CD,"Korea, Dem. People’s Rep.",PRK,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,"Korea, Rep.",KOR,1094499338702.72,1202463682633.85,1222807284485.31,1305604981271.91,1411333926201.24,1382764027113.82,1414804158515.26,1530750923148.7
GDP (current US$),NY.GDP.MKTP.CD,Kosovo,XKX,5830463576.15894,6691826522.10175,6499935757.42002,7071959638.87414,7386891336.07536,6440612176.999,6714712389.38053,7227764976.79274
GDP (current US$),NY.GDP.MKTP.CD,Kuwait,KWT,115419050942.08,154027536231.884,174070025008.932,174161142454.161,162631412508.784,114567298105.683,109420059582.92,119551599076.822
GDP (current US$),NY.GDP.MKTP.CD,Kyrgyz Republic,KGZ,4794357795.07139,6197766118.59856,6605139933.41063,7335027591.91628,7468096566.71158,6678178340.45121,6813092065.83507,7702934800.12836
GDP (current US$),NY.GDP.MKTP.CD,Lao PDR,LAO,7127792629.58294,8749241114.18913,10191350119.6808,11942230508.334,13268458231.9284,14390391264.2607,15805707154.2329,16853087485.4118
GDP (current US$),NY.GDP.MKTP.CD,Latvia,LVA,23757368290.0955,28223552824.7508,28119996053.2511,30254677296.9181,31335013751.5424,26972863393.6384,27695474684.447,30463302413.7289
GDP (current US$),NY.GDP.MKTP.CD,Lebanon,LBN,38419626533.9967,40075674295.1907,44230727694.859,46866579767.8275,48296099502.4876,49973893200.6633,51239050082.9187,53393799668.325
GDP (current US$),NY.GDP.MKTP.CD,Lesotho,LSO,2361613519.64159,2787951880.56906,2678475773.44702,2526009062.56797,2614566292.25907,2510312801.2603,2323419617.12079,2578265355.71255
GDP (current US$),NY.GDP.MKTP.CD,Liberia,LBR,1998000000,2398000000,2721000000,3067000000,3144000000,3177000000,3277826000,3285455000
GDP (current US$),NY.GDP.MKTP.CD,Libya,LBY,74773444900.5368,34699395523.6073,81873662518.8238,65502870173.7831,41142722414.3351,27842131479.8726,26221660067.6697,38115981878.5647
GDP (current US$),NY.GDP.MKTP.CD,Liechtenstein,LIE,5082366478.08994,5739977477.47748,5456009384.66461,6391735893.83968,6657170923.37918,6268391521.19701,6214633651.30911,..
GDP (current US$),NY.GDP.MKTP.CD,Lithuania,LTU,37120517693.8622,43476873412.803,42848195256.2142,46417340374.5203,48516371720.8346,41516701871.248,42973365745.2891,47544459558.9514
GDP (current US$),NY.GDP.MKTP.CD,Luxembourg,LUX,53212476812.2957,60004630234.4135,56677961787.0717,61739352212.3049,66103853236.7572,57204400105.015,58961235412.2227,62316359824.1281
GDP (current US$),NY.GDP.MKTP.CD,"Macao SAR, China",MAC,28123640998.7253,36709860068.3445,43031577366.4251,51552075901.5183,55347998647.8196,45361678146.5247,45322259884.1791,50559431846.4989
GDP (current US$),NY.GDP.MKTP.CD,Madagascar,MDG,8729936135.74487,9892702357.56691,9919780071.28764,10601690871.7611,10673516672.6664,9744243531.20119,9958655044.98547,11465850504.0067
GDP (current US$),NY.GDP.MKTP.CD,Malawi,MWI,6959655570.89098,8004000737.30717,6028487928.83351,5518880768.57955,6047813437.31804,6373212640.84604,5433040159.88747,6303292264.18905
GDP (current US$),NY.GDP.MKTP.CD,Malaysia,MYS,255016609232.871,297951960784.314,314443149443.149,323277158906.979,338061963396.376,296636282166.176,296753497922.573,314707268049.991
GDP (current US$),NY.GDP.MKTP.CD,Maldives,MDV,2588176054.6875,2774351760.03287,2886170571.69634,3295011381.75405,3697351596.83753,4109424799.72407,4414055724.73387,4865546025.86599
GDP (current US$),NY.GDP.MKTP.CD,Mali,MLI,10678749467.4697,12978107560.5982,12442747897.2223,13246412031.4145,14345828992.0411,13099495529.7113,14010787737.8424,15339614406.6617
GDP (current US$),NY.GDP.MKTP.CD,Malta,MLT,8741059602.64901,9500669014.63601,9211948090.70898,10151192765.7466,11281702719.8057,10701866983.4752,11442612408.8179,12748803180.3035
GDP (current US$),NY.GDP.MKTP.CD,Marshall Islands,MHL,164969100,173260300,185210500,190800800,183121300,179697900,194497900,204173400
GDP (current US$),NY.GDP.MKTP.CD,Mauritania,MRT,4337794151.37698,5166346516.40948,5231255478.38986,5639818811.90095,5372783879.75886,4832547925.29075,4727937032.27564,4975432190.51025
GDP (current US$),NY.GDP.MKTP.CD,Mauritius,MUS,10003670690.3497,11518393367.2403,11668685524.1265,12129642296.4425,12803445933.5894,11692287066.381,12232463655.5727,13259351418.4459
GDP (current US$),NY.GDP.MKTP.CD,Mexico,MEX,1057801295584.05,1180489601957.61,1201089987015.45,1274443084716.57,1314563967425.24,1170564619927.69,1077827944342.35,1158071006809.62
GDP (current US$),NY.GDP.MKTP.CD,"Micronesia, Fed. Sts.",FSM,296525300,310502100,326128700,316040600,317999400,315179700,329895600,336427500
GDP (current US$),NY.GDP.MKTP.CD,Moldova,MDA,6974960345.3712,8414360656.29632,8709165249.26928,9496684701.43325,9510219299.49557,7745231660.33425,8071480540.86068,9669759987.02633
GDP (current US$),NY.GDP.MKTP.CD,Monaco,MCO,5362649006.62252,6080344731.72088,5743029680.07195,6553372278.27934,7060236168.2367,6258178995.23123,6468252212.38938,6400946585.53076
GDP (current US$),NY.GDP.MKTP.CD,Mongolia,MNG,7189481824.07288,10409797649.3063,12292770631.1967,12582122604.1921,12226514722.0861,11749620619.5962,11186734674.3847,11433635875.9316
GDP (current US$),NY.GDP.MKTP.CD,Montenegro,MNE,4139192052.98013,4538199888.79622,4087725812.66864,4464261816.25066,4587928884.17142,4052913385.82677,4374128318.58407,4844592066.71174
GDP (current US$),NY.GDP.MKTP.CD,Morocco,MAR,93216746661.5977,101370474295.109,98266306615.3632,106825649872.108,110081248587.369,101179808076.36,103345296966.607,109708728848.535
GDP (current US$),NY.GDP.MKTP.CD,Mozambique,MOZ,10154238250.1818,13131168011.807,15265269710.6404,16018848993.9909,16961117243.491,14798413628.4625,10896894351.3881,12651912500.4128
GDP (current US$),NY.GDP.MKTP.CD,Myanmar,MMR,49540813342.4834,59977326085.9908,59937797559.3295,60269734044.526,65446199787.8425,59687410896.5734,63256184700.2223,66719084835.9898
GDP (current US$),NY.GDP.MKTP.CD,Namibia,NAM,11282192605.0374,12409629835.6998,13016272898.9038,12717790504.5002,12786078008.2376,11650656642.2655,11286139080.0065,13566192142.5835
GDP (current US$),NY.GDP.MKTP.CD,Nauru,NRU,49234059.7187225,72682692.5373284,103837431.883349,108631468.258281,117013202.314436,99964019.3044941,102055047.945899,113880715.219337
GDP (current US$),NY.GDP.MKTP.CD,Nepal,NPL,16002656434.4746,18913574370.76,18851513891.066,19271168018.482,20002968837.9471,21410840908.5198,21185922407.5922,24880266905.4961
GDP (current US$),NY.GDP.MKTP.CD,Netherlands,NLD,846554894931.084,904085980796.018,838971306990.906,876923518850.405,890981311077.658,765264949780.999,783528181704.567,831809944960.879
GDP (current US$),NY.GDP.MKTP.CD,New Caledonia,NCL,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,New Zealand,NZL,146583831538.331,168461998741.295,176193696737.934,190784384693.441,200834001603.85,177208110322.704,187854022728.459,202590814084.991
GDP (current US$),NY.GDP.MKTP.CD,Nicaragua,NIC,8758622328.66962,9774316692.15985,10532001129.67,10982972256.3787,11880438824.4494,12756717322.7625,13286093197.4791,13843586679.5401
GDP (current US$),NY.GDP.MKTP.CD,Niger,NER,5718664504.91341,6409184724.22579,6942258305.19085,7667952566.39139,8229731383.75656,7217667780.59665,7528285443.60769,8119710126.32655
GDP (current US$),NY.GDP.MKTP.CD,Nigeria,NGA,363359886203.409,410334579160.752,459376049763.999,514966287334.277,568498937615.656,494583180777.103,404649527537.753,375745486520.656
GDP (current US$),NY.GDP.MKTP.CD,North Macedonia,MKD,9407168702.4313,10494632699.3859,9745251126.0109,10817712138.9451,11362272837.8818,10064515432.0265,10672471860.7184,11279509013.9119
GDP (current US$),NY.GDP.MKTP.CD,Northern Mariana Islands,MNP,799000000,733000000,751000000,782000000,845000000,931000000,1250000000,1593000000
GDP (current US$),NY.GDP.MKTP.CD,Norway,NOR,429130952709.224,498831558925.86,510229136226.902,523502127659.574,499338534779.159,386663139402.707,371344761904.762,399488897844.046
GDP (current US$),NY.GDP.MKTP.CD,Oman,OMN,58642392717.8153,67937581274.3823,76689206762.0286,78784395318.5956,81076723016.9051,68921456436.9311,65941482444.7334,70783875162.5488
GDP (current US$),NY.GDP.MKTP.CD,Pakistan,PAK,177406854514.885,213587413183.996,224383620829.57,231218567178.979,244360888750.807,270556126820.064,278654637737.69,304951818494.066
GDP (current US$),NY.GDP.MKTP.CD,Palau,PLW,182863000,193235600,214648500,225345700,245675100,293124000,303984500,289823500
GDP (current US$),NY.GDP.MKTP.CD,Panama,PAN,29440300000,34686200000,40429700000,45600000000,49921500000,54091700000,57957600000,62283800000
GDP (current US$),NY.GDP.MKTP.CD,Papua New Guinea,PNG,14250726289.854,17984816533.1084,21295834133.2309,21261305413.2323,23210611846.9164,21723378124.5485,20759048834.9824,22277692408.8879
GDP (current US$),NY.GDP.MKTP.CD,Paraguay,PRY,27215968615.5548,33715524703.9288,33283228891.0923,38585317742.981,40276532540.8812,36164068797.2511,36054281572.3981,39008900331.6733
